Price,Close,High,Low,Open,Volume
Ticker,EBS.VI,EBS.VI,EBS.VI,EBS.VI,EBS.VI
Date,,,,,
2020-01-02,26.406606674194336,26.60671373155,25.78319114478827,25.78319114478827,314842
2020-01-03,26.268070220947266,26.398908887795702,26.09874682999306,26.375820402110033,374401
2020-01-06,26.11414337158203,26.314250456280558,25.737014754761894,26.168018468845965,398802
2020-01-07,25.983299255371094,26.28346425753001,25.86785388774596,26.06026576976017,461444
2020-01-08,26.16801643371582,26.183409736875866,25.821674452545697,25.93712275825986,498571
2020-01-09,26.329641342163086,26.506659922052286,26.168016065217163,26.41430304036495,571845
2020-01-10,26.39891242980957,26.47587895237567,26.191107222840053,26.191107222840053,548639
2020-01-13,26.39121437072754,26.545144463119403,26.083354185943815,26.545144463119403,551760
2020-01-14,26.244977951049805,26.545142935123327,26.14492589233077,26.545142935123327,631126
2020-01-15,25.87554931640625,26.244979781057733,25.72161922214171,26.175711385437307,546286
2020-01-16,25.906335830688477,26.129534319782827,25.475332155468937,26.129534319782827,405038
2020-01-17,25.767799377441406,26.129534662023843,25.721619467929063,26.11414135885306,436448
2020-01-20,25.636960983276367,25.929424938784937,25.559994466585366,25.929424938784937,318827
2020-01-21,25.75240707397461,25.821675472945927,25.3367966801467,25.667745371234943,429451
2020-01-22,26.006391525268555,26.02948001235161,25.54460123180049,25.77549784652073,661242
2020-01-23,25.683135986328125,26.198801332680894,25.59077910935904,25.90633446364458,463592
2020-01-24,26.01408576965332,26.345034440431828,25.921728888683504,25.967908797154564,471064
2020-01-27,25.667743682861328,25.9525153798853,25.498423224492054,25.921728774373687,576676
2020-01-28,25.860157012939453,26.014087113153757,25.536906444864627,25.852461829116343,571202
2020-01-29,25.937122344970703,26.091052438146036,25.636960278063583,25.91403092261239,676683
2020-01-30,25.636960983276367,25.852461358066346,25.236743904400395,25.729317867333155,763733
2020-01-31,25.521512985229492,25.8216750640276,25.33679627890703,25.629263173929075,558280
2020-02-03,25.51381492614746,25.690833492772118,25.390671447801086,25.690833492772118,403925
2020-02-04,25.706226348876953,25.821671706340815,25.575384753918097,25.706226348876953,656140
2020-02-05,25.88324546813965,25.898638769993067,25.567690120074886,25.72161726666482,648348
2020-02-06,26.929967880249023,27.307093518994698,25.967908485121086,26.168015547479893,1264269
2020-02-07,27.16086196899414,27.168557152446674,26.58362632296777,26.799126691306473,593646
2020-02-10,26.64519500732422,27.183948831970337,26.64519500732422,26.899180085675216,457337
2020-02-11,27.183948516845703,27.222430303308872,26.852999868512637,26.93766156031488,568495
2020-02-12,27.399450302124023,27.553380391995518,27.191648057165615,27.32248672517441,572510
2020-02-13,27.207040786743164,27.314793914192286,27.08389729134526,27.168558994926165,835357
2020-02-14,27.27630615234375,27.453324723789432,27.106985699988684,27.114680883107106,381720
2020-02-17,27.376361846923828,27.5533804228842,27.284004967286304,27.51489863436625,185609
2020-02-18,27.091598510742188,27.422547242981537,26.922275084208703,27.376367325934353,488897
2020-02-19,27.053112030029297,27.245523913782073,26.92227042237179,27.245523913782073,341480
2020-02-20,26.768341064453125,27.191649569130448,26.768341064453125,27.160862962249837,525226
2020-02-21,26.59902000427246,26.652895097123626,26.291159814289507,26.614413307368846,702488
2020-02-24,25.88324546813965,26.1064410050839,25.483028427867147,26.04487073364235,1060944
2020-02-25,25.09050941467285,25.998693775166995,24.95967073804575,25.99099859135406,976033
2020-02-26,25.367584228515625,25.498425847412985,24.513276389495235,24.813439952165485,1241291
2020-02-27,23.85907554626465,24.84422353253467,23.628181853979186,24.805741739815858,1546673
2020-02-28,23.882164001464844,23.882164001464844,22.54297744082002,23.089426496606325,2124207
2020-03-02,23.381893157958984,24.320864158060232,22.93549761410285,23.782110257412427,1360078
