Price,Close,High,Low,Open,Volume
Ticker,EURPLN=X,EURPLN=X,EURPLN=X,EURPLN=X,EURPLN=X
Date,,,,,
2020-01-01,4.2708001136779785,4.364799976348877,4.253399848937988,4.2708001136779785,0
2020-01-02,4.25540018081665,4.257500171661377,4.243000030517578,4.254700183868408,0
2020-01-03,4.238399982452393,4.258699893951416,4.236730098724365,4.237450122833252,0
2020-01-06,4.242380142211914,4.250239849090576,4.232810020446777,4.242370128631592,0
2020-01-07,4.230800151824951,4.249040126800537,4.230269908905029,4.2307000160217285,0
2020-01-08,4.246009826660156,4.248439788818359,4.236909866333008,4.247200012207031,0
2020-01-09,4.2324299812316895,4.246570110321045,4.230899810791016,4.233799934387207,0
2020-01-10,4.245299816131592,4.248000144958496,4.232419967651367,4.244180202484131,0
2020-01-13,4.236100196838379,4.240499973297119,4.232190132141113,4.236080169677734,0
2020-01-14,4.232500076293945,4.235899925231934,4.216060161590576,4.2320098876953125,0
2020-01-15,4.221710205078125,4.229000091552734,4.219870090484619,4.221620082855225,0
2020-01-16,4.228799819946289,4.237390041351318,4.227069854736328,4.230400085449219,0
2020-01-17,4.2316999435424805,4.242800235748291,4.230199813842773,4.230199813842773,0
2020-01-20,4.238999843597412,4.244900226593018,4.2370500564575195,4.238540172576904,0
2020-01-21,4.243720054626465,4.248000144958496,4.226280212402344,4.244100093841553,0
2020-01-22,4.230500221252441,4.2403998374938965,4.22730016708374,4.2307000160217285,0
2020-01-23,4.23714017868042,4.247499942779541,4.236410140991211,4.237599849700928,0
2020-01-24,4.244609832763672,4.260059833526611,4.2368998527526855,4.243959903717041,0
2020-01-27,4.254280090332031,4.2789998054504395,4.251840114593506,4.254069805145264,0
2020-01-28,4.2766499519348145,4.281799793243408,4.265210151672363,4.276639938354492,0
2020-01-29,4.270999908447266,4.28548002243042,4.269239902496338,4.271599769592285,0
2020-01-30,4.284900188446045,4.295199871063232,4.277379989624023,4.284800052642822,0
2020-01-31,4.292799949645996,4.3053998947143555,4.289820194244385,4.292280197143555,0
2020-02-03,4.2957000732421875,4.30387020111084,4.289669990539551,4.295810222625732,0
2020-02-04,4.29718017578125,4.300899982452393,4.269800186157227,4.298500061035156,0
2020-02-05,4.27400016784668,4.277599811553955,4.235599994659424,4.27230978012085,0
2020-02-06,4.245500087738037,4.259900093078613,4.241300106048584,4.24459981918335,0
2020-02-07,4.258999824523926,4.274099826812744,4.257400035858154,4.257800102233887,0
2020-02-10,4.2712202072143555,4.273099899291992,4.261020183563232,4.271470069885254,0
2020-02-11,4.263700008392334,4.266520023345947,4.248280048370361,4.262229919433594,0
2020-02-12,4.255799770355225,4.261199951171875,4.248129844665527,4.2555999755859375,0
2020-02-13,4.250619888305664,4.26039981842041,4.245790004730225,4.250010013580322,0
2020-02-14,4.244440078735352,4.252049922943115,4.236849784851074,4.244800090789795,0
2020-02-17,4.245500087738037,4.263299942016602,4.244110107421875,4.244999885559082,0
2020-02-18,4.2596001625061035,4.276730060577393,4.256929874420166,4.257410049438477,0
2020-02-19,4.2663397789001465,4.274099826812744,4.264009952545166,4.266200065612793,0
2020-02-20,4.269400119781494,4.284299850463867,4.265089988708496,4.270199775695801,0
2020-02-21,4.276899814605713,4.292789936065674,4.2754597663879395,4.276189804077148,0
2020-02-24,4.2917399406433105,4.304999828338623,4.291920185089111,4.291950225830078,0
2020-02-25,4.306099891662598,4.307000160217285,4.287759780883789,4.306600093841553,0
2020-02-26,4.3053998947143555,4.312960147857666,4.301730155944824,4.303750038146973,0
2020-02-27,4.313680171966553,4.3234100341796875,4.303599834442139,4.314199924468994,0
2020-02-28,4.321710109710693,4.337200164794922,4.321249961853027,4.321430206298828,0
2020-03-02,4.331960201263428,4.333600044250488,4.307330131530762,4.331289768218994,0
